participant_id,filename,image_datetime,date,foods_detected,estimated_portions,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_calories_kcal,confidence,uncertainty_notes,provider,model,status,error_message,validation_flags,cache_hit
p01,IMG_9024.jpeg,2020-02-10 08:57:55,2020-02-10,"[""Apple"", ""Black tea""]","[{""name"": ""Apple"", ""estimated_portion_g"": 180.0}, {""name"": ""Black tea"", ""estimated_portion_g"": 240.0}]",0.5,25.5,0.3,106.7,high,size estimated from mug scale | standard mug volume without added sugar or milk | An apple and a cup of black tea.,google_gemini,gemini-3.5-flash-lite,success,,,True
p01,IMG_9025.jpeg,2020-02-10 12:32:57,2020-02-10,"[""Coca-Cola"", ""banana"", ""cheese-topped bread roll""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 500.0}, {""name"": ""banana"", ""estimated_portion_g"": 120.0}, {""name"": ""cheese-topped bread roll"", ""estimated_portion_g"": 100.0}]",11.3,128.0,8.4,632.8,high,"standard 500ml bottle | medium-sized fruit | estimated weight for a bakery-style roll | A quick meal consisting of a 500ml soda, a banana, and a bread roll with cheese topping.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9026.jpeg,2020-02-10 18:30:44,2020-02-10,"[""lasagna"", ""multigrain roll""]","[{""name"": ""lasagna"", ""estimated_portion_g"": 350.0}, {""name"": ""multigrain roll"", ""estimated_portion_g"": 60.0}]",35.0,65.0,27.0,643.0,medium,"mixed dish, plate scale estimated | estimated based on typical size | A serving of meat lasagna with melted cheese accompanied by a multigrain bread roll.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9028.jpeg,2020-02-10 23:06:26,2020-02-10,"[""black coffee""]","[{""name"": ""black coffee"", ""estimated_portion_g"": 240.0}]",0.3,0.0,0.1,2.1,high,standard serving size estimated for a glass of this volume | A glass of black coffee.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9029.jpeg,2020-02-11 07:50:34,2020-02-11,"[""Cheese topped bread roll"", ""Litago chocolate milk""]","[{""name"": ""Cheese topped bread roll"", ""estimated_portion_g"": 85.0}, {""name"": ""Litago chocolate milk"", ""estimated_portion_g"": 250.0}]",15.5,69.5,8.0,412.0,high,standard bread roll with baked cheese topping | standard 250ml carton of chocolate milk | A simple snack consisting of a bread roll and a small carton of chocolate milk.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9030.jpeg,2020-02-11 09:48:13,2020-02-11,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 355.0}]",0.0,39.0,0.0,156.0,high,standard 12oz can size | Single can of original Coca-Cola,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9032.jpeg,2020-02-11 18:52:10,2020-02-11,"[""beef burrito"", ""tortilla chips""]","[{""name"": ""beef burrito"", ""estimated_portion_g"": 350.0}, {""name"": ""tortilla chips"", ""estimated_portion_g"": 40.0}]",32.0,70.0,35.0,723.0,medium,mixed dish | plate scale unavailable | The image shows two halves of a beef and lettuce burrito served with a side of tortilla chips.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9033.jpeg,2020-02-11 23:02:51,2020-02-11,"[""chicken curry"", ""naan bread"", ""cola""]","[{""name"": ""chicken curry"", ""estimated_portion_g"": 200.0}, {""name"": ""naan bread"", ""estimated_portion_g"": 60.0}, {""name"": ""cola"", ""estimated_portion_g"": 300.0}]",39.0,72.0,18.0,606.0,medium,"mixed dish, ingredient ratios estimated | two pieces, approximate size | standard soda, full glass | The meal consists of a chicken curry dish, a side of naan bread, and a glass of cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9034.jpeg,2020-02-12 06:27:31,2020-02-12,"[""ham slices"", ""bread"", ""milk""]","[{""name"": ""ham slices"", ""estimated_portion_g"": 50.0}, {""name"": ""bread"", ""estimated_portion_g"": 30.0}, {""name"": ""milk"", ""estimated_portion_g"": 200.0}]",18.5,25.5,6.5,234.5,medium,"two standard deli-style ham slices | one slice of bread, mostly hidden under ham | standard glass of milk | A simple meal consisting of a ham sandwich (one slice of bread with two slices of ham) and a glass of milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9035.jpeg,2020-02-12 09:29:56,2020-02-12,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 500.0}]",0.0,53.0,0.0,212.0,high,Based on a standard 500ml bottle size | A sealed 500ml bottle of Coca-Cola.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9036.jpeg,2020-02-12 12:24:36,2020-02-12,"[""Coca-Cola"", ""Mixed green salad"", ""Focaccia bread"", ""BBQ Chicken wing"", ""Egg bite or frittata slice"", ""Spring roll"", ""Ham and cheese wrap""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 500.0}, {""name"": ""Mixed green salad"", ""estimated_portion_g"": 50.0}, {""name"": ""Focaccia bread"", ""estimated_portion_g"": 60.0}, {""name"": ""BBQ Chicken wing"", ""estimated_portion_g"": 70.0}, {""name"": ""Egg bite or frittata slice"", ""estimated_portion_g"": 40.0}, {""name"": ""Spring roll"", ""estimated_portion_g"": 40.0}, {""name"": ""Ham and cheese wrap"", ""estimated_portion_g"": 60.0}]",38.0,118.0,28.0,876.0,medium,"Based on standard 500ml bottle size | Visual estimate of leafy greens | Two pieces of focaccia | Visible chicken wing part | Small savory egg portion | Fried spring roll | Partly hidden wrap | A varied plate including bread, salad, chicken, spring roll, egg-based dish, and a ham wrap, accompanied by a 500ml Coca-Cola. Portions are estimated visually.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9037.jpeg,2020-02-12 12:36:52,2020-02-12,"[""roasted chicken wings"", ""prosciutto and melon"", ""spring rolls""]","[{""name"": ""roasted chicken wings"", ""estimated_portion_g"": 60.0}, {""name"": ""prosciutto and melon"", ""estimated_portion_g"": 50.0}, {""name"": ""spring rolls"", ""estimated_portion_g"": 70.0}]",23.0,25.0,19.0,363.0,medium,"two wings, plate scale unavailable | one slice of prosciutto with melon, plate scale unavailable | two deep-fried spring rolls, plate scale unavailable | A small snack plate containing two cooked chicken wings, one slice of prosciutto over melon, and two fried spring rolls. Remaining sauce on the plate is likely from the wings.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9038.jpeg,2020-02-12 12:47:04,2020-02-12,"[""chocolate coconut cake""]","[{""name"": ""chocolate coconut cake"", ""estimated_portion_g"": 60.0}]",3.0,35.0,12.0,260.0,high,"single slice, small-medium size | A single piece of chocolate cake with coconut shavings on a small plate.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9039.jpeg,2020-02-12 17:24:34,2020-02-12,"[""Solo orange soft drink""]","[{""name"": ""Solo orange soft drink"", ""estimated_portion_g"": 200.0}]",0.0,22.0,0.0,88.0,high,estimated volume based on partial bottle contents | A partially consumed bottle of Solo orange soft drink.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9040.jpeg,2020-02-12 17:48:46,2020-02-12,"[""steak with sauce and garnish"", ""potato gratin""]","[{""name"": ""steak with sauce and garnish"", ""estimated_portion_g"": 180.0}, {""name"": ""potato gratin"", ""estimated_portion_g"": 150.0}]",40.0,33.0,32.0,580.0,medium,"estimated meat portion with accompanying sauce, small vegetable garnish and cherry tomatoes, plate scale unavailable | baked dish with cream and cheese, scale estimated from container size | The main dish appears to be a seared steak served on a creamy sauce with roasted tomatoes and asparagus, accompanied by a side of potato gratin.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9041.jpeg,2020-02-12 19:00:31,2020-02-12,"[""chocolate dessert cylinder with mousse"", ""whipped cream garnish"", ""fruit garnish and sauce"", ""powdered sugar garnish""]","[{""name"": ""chocolate dessert cylinder with mousse"", ""estimated_portion_g"": 60.0}, {""name"": ""whipped cream garnish"", ""estimated_portion_g"": 15.0}, {""name"": ""fruit garnish and sauce"", ""estimated_portion_g"": 20.0}, {""name"": ""powdered sugar garnish"", ""estimated_portion_g"": 3.0}]",3.7,33.0,20.0,326.8,medium,"estimated based on volume of chocolate shell and mousse | two small dollops of cream | includes a few berries and small dots of fruit reduction | light dusting of sugar | The dish is a chocolate-based fine dining dessert with decorative elements including cream, fruit, and sugar dust. Portion sizes are estimated visually.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9042.jpeg,2020-02-12 22:25:11,2020-02-12,"[""Coca-Cola Classic""]","[{""name"": ""Coca-Cola Classic"", ""estimated_portion_g"": 355.0}]",0.0,39.0,0.0,156.0,high,Standard 12 fl oz glass bottle size estimation | A single bottle of Coca-Cola held in a hand.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9043.jpeg,2020-02-13 08:01:51,2020-02-13,"[""scrambled eggs"", ""croissant"", ""bacon"", ""whole grain bread slices"", ""cucumber slices"", ""cheese slice"", ""orange juice"", ""milk""]","[{""name"": ""scrambled eggs"", ""estimated_portion_g"": 60.0}, {""name"": ""croissant"", ""estimated_portion_g"": 40.0}, {""name"": ""bacon"", ""estimated_portion_g"": 20.0}, {""name"": ""whole grain bread slices"", ""estimated_portion_g"": 50.0}, {""name"": ""cucumber slices"", ""estimated_portion_g"": 20.0}, {""name"": ""cheese slice"", ""estimated_portion_g"": 25.0}, {""name"": ""orange juice"", ""estimated_portion_g"": 240.0}, {""name"": ""milk"", ""estimated_portion_g"": 240.0}]",35.7,81.9,36.5,798.9,medium,"plate scale unavailable | plate scale unavailable | plate scale unavailable | plate scale unavailable | plate scale unavailable | plate scale unavailable | glass volume estimated | glass volume estimated | A breakfast plate consisting of scrambled eggs, bacon, a croissant, whole grain bread, cheese, and two glasses of drinks (juice and milk).",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9044.jpeg,2020-02-13 09:00:06,2020-02-13,"[""orange juice""]","[{""name"": ""orange juice"", ""estimated_portion_g"": 240.0}]",1.7,26.0,0.5,115.3,high,"standard glass size estimate | A glass of orange juice, likely fresh-pressed given the foam.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9046.jpeg,2020-02-13 14:39:16,2020-02-13,"[""Tea"", ""Oat biscuits""]","[{""name"": ""Tea"", ""estimated_portion_g"": 250.0}, {""name"": ""Oat biscuits"", ""estimated_portion_g"": 30.0}]",2.0,20.0,5.0,133.0,high,plate scale unavailable | plate scale unavailable | A cup of tea with a tea bag and two oat biscuits.,google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9047.jpeg,2020-02-13 15:58:04,2020-02-13,"[""Baked rotini pasta with ground meat and melted cheese"", ""Crusty bread roll"", ""Milk""]","[{""name"": ""Baked rotini pasta with ground meat and melted cheese"", ""estimated_portion_g"": 250.0}, {""name"": ""Crusty bread roll"", ""estimated_portion_g"": 60.0}, {""name"": ""Milk"", ""estimated_portion_g"": 200.0}]",31.0,80.0,26.0,678.0,medium,"mixed dish | plate scale unavailable | volume estimated based on glass size | A plate containing a portion of cheesy pasta with meat sauce and a side of white bread, accompanied by a glass of milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9048.jpeg,2020-02-13 23:21:32,2020-02-13,"[""Granola and corn flake cereal with milk""]","[{""name"": ""Granola and corn flake cereal with milk"", ""estimated_portion_g"": 250.0}]",8.0,35.0,6.0,226.0,medium,A mixture of crunchy oat-based granola and corn flakes in a bowl of milk; portion estimate based on standard breakfast bowl volume. | The bowl contains a mix of cereal types floating in milk. Estimates assume a standard dairy milk base and a typical sugar-sweetened granola composition.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9049.jpeg,2020-02-14 08:04:43,2020-02-14,"[""Skolebolle (Norwegian custard bun with coconut)"", ""Litago chocolate milk""]","[{""name"": ""Skolebolle (Norwegian custard bun with coconut)"", ""estimated_portion_g"": 90.0}, {""name"": ""Litago chocolate milk"", ""estimated_portion_g"": 250.0}]",14.5,70.0,16.0,482.0,high,A typical Norwegian skolebolle is roughly 90-100g. Estimate assumes a standard bakery-style pastry. | A small carton of Litago is typically 250ml. Nutrient values based on standard chocolate milk profiles. | A pastry with custard and coconut topped icing paired with a carton of chocolate milk.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9050.jpeg,2020-02-14 11:56:38,2020-02-14,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 355.0}]",0.0,39.0,0.0,156.0,high,"Based on a standard 12oz (355ml) can size. | A single can of Coca-Cola, contents likely consumed or being consumed.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9051.jpeg,2020-02-14 15:31:03,2020-02-14,"[""Hot chocolate"", ""Oatmeal cookies""]","[{""name"": ""Hot chocolate"", ""estimated_portion_g"": 240.0}, {""name"": ""Oatmeal cookies"", ""estimated_portion_g"": 45.0}]",10.0,60.0,13.0,397.0,medium,standard mug serving size | three small oatmeal cookies | A mug of hot chocolate served with three oatmeal cookies.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9052.jpeg,2020-02-14 19:03:56,2020-02-14,"[""burrito"", ""corn tortilla chips"", ""Coca-Cola""]","[{""name"": ""burrito"", ""estimated_portion_g"": 250.0}, {""name"": ""corn tortilla chips"", ""estimated_portion_g"": 20.0}, {""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}]",26.0,87.0,20.0,632.0,high,"mixed dish, internal filling components partly hidden | 3 pieces, weight estimated | standard 330ml can volume | A burrito with visible tortilla and some filling, a few corn chips, and a full can of Coca-Cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9053.jpeg,2020-02-15 09:10:50,2020-02-15,"[""banana""]","[{""name"": ""banana"", ""estimated_portion_g"": 120.0}]",1.3,27.0,0.4,116.8,high,standard size estimate for a single medium banana | A single raw banana on a white surface.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9054.jpeg,2020-02-15 09:50:52,2020-02-15,"[""orange juice""]","[{""name"": ""orange juice"", ""estimated_portion_g"": 240.0}]",1.5,26.0,0.5,114.5,high,standard serving size estimated for a glass of this volume | A glass of orange juice on a white table.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9057.jpeg,2020-02-15 13:16:04,2020-02-15,"[""Pumpkin seed roll"", ""Pastrami/cured beef"", ""Potato salad"", ""Savory vegetable and ham quiche or slice""]","[{""name"": ""Pumpkin seed roll"", ""estimated_portion_g"": 60.0}, {""name"": ""Pastrami/cured beef"", ""estimated_portion_g"": 50.0}, {""name"": ""Potato salad"", ""estimated_portion_g"": 80.0}, {""name"": ""Savory vegetable and ham quiche or slice"", ""estimated_portion_g"": 70.0}]",26.0,48.5,25.0,523.0,medium,"plate scale unavailable | plate scale unavailable | plate scale unavailable | plate scale unavailable | The meal consists of a seed-topped bread roll, a portion of cold cut meat, potato salad, and a savory pastry slice. Portion sizes are estimated visually.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9058.jpeg,2020-02-15 13:33:23,2020-02-15,"[""roast beef"", ""spaghetti with herbs"", ""green grapes"", ""kiwi slice""]","[{""name"": ""roast beef"", ""estimated_portion_g"": 150.0}, {""name"": ""spaghetti with herbs"", ""estimated_portion_g"": 120.0}, {""name"": ""green grapes"", ""estimated_portion_g"": 60.0}, {""name"": ""kiwi slice"", ""estimated_portion_g"": 30.0}]",44.7,49.5,19.2,549.6,medium,"plate scale unavailable | mixed dish | visual count | single slice | A plate containing sliced beef, pasta seasoned with herbs, a small cluster of green grapes, and a single slice of kiwi.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9059.jpeg,2020-02-15 13:58:44,2020-02-15,"[""chocolate mousse with white chocolate curls"", ""chocolate covered treat on a stick""]","[{""name"": ""chocolate mousse with white chocolate curls"", ""estimated_portion_g"": 80.0}, {""name"": ""chocolate covered treat on a stick"", ""estimated_portion_g"": 35.0}]",4.0,37.0,25.0,389.0,high,estimated size of a standard ramekin serving | estimated mass of a small cake pop or fruit bite | A dessert plate featuring a small serving of chocolate mousse topped with white chocolate curls and a chocolate-dipped treat on a stick.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9060.jpeg,2020-02-15 18:29:00,2020-02-15,"[""Roast beef"", ""Corn on the cob"", ""Roasted potatoes"", ""Mixed stir-fried vegetables"", ""Creamy sauce"", ""Iced beverage""]","[{""name"": ""Roast beef"", ""estimated_portion_g"": 150.0}, {""name"": ""Corn on the cob"", ""estimated_portion_g"": 80.0}, {""name"": ""Roasted potatoes"", ""estimated_portion_g"": 120.0}, {""name"": ""Mixed stir-fried vegetables"", ""estimated_portion_g"": 100.0}, {""name"": ""Creamy sauce"", ""estimated_portion_g"": 30.0}, {""name"": ""Iced beverage"", ""estimated_portion_g"": 300.0}]",46.5,73.0,44.0,874.0,medium,"plate scale unavailable | plate scale unavailable | plate scale unavailable | plate scale unavailable | plate scale unavailable | sugar content unknown | A dinner plate consisting of roast beef, potatoes, corn on the cob, mixed vegetables, and a creamy herb sauce, accompanied by a cold drink.",google_gemini,gemini-3.1-flash-lite,success,,,True
